Country Name,Country Code,Series Name,Series Code,2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Argentina,ARG,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,93.70674896,95.24627686,98.83081818,101.8011169,103.599678,105.1925507,106.323143,..,..,..
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,6.594450291,9.017369186,8.686933066,7.418585913,7.074021443,6.415778771,7.259680198,6.876391723,9.008199853,..
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,96,96,95,95,94,94,95,89,..
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.19995545,18.26199589,14.43053371,15.95101415,16.66150135,14.21177765,14.66013909,13.9112127,11.87400268,..
Argentina,ARG,Improved sanitation facilities (% of population with access),SH.STA.ACSN,93.9,94.2,94.5,94.9,95.2,95.5,95.8,96.1,96.4,..
Argentina,ARG,Improved water source (% of population with access),SH.H2O.SAFE.ZS,97.7,97.9,98.1,98.2,98.4,98.6,98.8,98.9,99.1,..
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,3.86,3.93,3.93,4.36,4.58,4.73,4.75,4.79,..,..
Argentina,ARG,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,32.31128813,31.1600141,29.97319602,29.89870606,29.78194484,28.92896986,28.5072745,28.68863643,27.76955152,..
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,14.94580954,23.10789706,15.51453151,20.76794465,23.57624499,22.30901025,23.88218861,40.71460157,23.74835057,..
Argentina,ARG,Internet users (per 100 people),IT.NET.USER.P2,25.94663294,28.11262348,34,45,51,55.8,59.9,64.7,69.40092102,..
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.00904878,75.16626829,75.32456098,75.48497561,75.64904878,75.8162439,75.98609756,76.15860976,..,..
Argentina,ARG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,34.78989164,35.10516037,28.23934934,29.34376189,29.70185913,26.95341029,27.14129548,25.21385626,19.98377584,..
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.7889733,0.759438884,0.882496325,0.810499365,0.759933854,0.780600599,0.834513592,0.872450095,0.862948056,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,102.7215283,117.2211834,131.1294492,141.383022,149.0906224,156.564756,162.5274217,146.4823886,143.9077968,..
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,15.8,15.4,15,14.6,14.2,13.8,13.3,12.9,12.5,..
Argentina,ARG,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,124.36924,139.5214296,140.6034837,145.5230329,160.5650368,167.1272435,156.4982129,153.3676413,146.7162131,..
Argentina,ARG,Net migration,SM.POP.NETM,-84998,..,..,..,..,30000,..,..,..,..
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,101340000,130580000,126730000,121040000,88700000,179500000,32500000,49190000,..,..
Argentina,ARG,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,85.55555556,86.66666667,87.77777778,86.66666667,85.55555556,85.55555556,76.66666667,83.33333333,95.55556667,88.8889
Argentina,ARG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,606430000,697560000,620589349.9,644300740.1,697379575.1,576483051.6,533780605.7,504258996.4,483107252.7,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,14.60519935,14.75573046,14.90802429,15.06304148,15.22116718,15.3818021,15.54370572,15.70511311,15.86469604,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.033983722,1.025392833,1.02680978,1.034454869,1.044287673,1.049809261,1.047065055,1.033055553,1.010993037,..
Argentina,ARG,"Population, total",SP.POP.TOTL,39969903,40381860,40798641,41222875,41655616,42095224,42538304,42980026,43416755,..
Argentina,ARG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,3.49,2.97,3.05,2.05,1.53,1.63,1.75,1.71,..,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,101.8495026,105.0619736,104.9862518,104.8092194,104.4178619,103.2247696,100.8773727,..,..,..
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.047970057,1.050989985,1.047979951,1.035979986,1.039690018,1.033669949,1.030079961,..,..,..
Argentina,ARG,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,58.90674104,60.15871186,63.77486787,61.65569186,61.93050257,64.22363516,64.30400315,63.36103786,66.22953321,..
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,5.37,..,..
Argentina,ARG,Time required to start a business (days),IC.REG.DURS,30,30.5,25.5,25,25,25,25,25,25,25
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,12.10366557,10.95034789,21.13488032,18.54727799,15.5625832,13.66360538,16.65787279,19.62681289,24.05404831,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.232091566,1.220899532,1.217530867,1.2226131,1.227706938,1.227413032,1.218887275,1.199124367,1.171338102,..
Australia,AUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,17.1,16.7854,16.4708,16.1562,15.8416,15.527,14.966,14.405,13.844,..
Australia,AUS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2.401401649,2.520336033,2.466768133,2.378230484,2.466406797,2.446974566,2.481114851,2.409430871,2.502230627,..
Australia,AUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,3.81300813,..,..,..,..,3.256097561,..,4.014227642,..,..
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,17.86526004,18.16087566,18.20018196,16.92095367,16.86260095,16.51938578,16.34730205,..,..,..
Australia,AUS,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,146.4152021,159.3327962,150.9934395,154.3140649,151.8931887,150.737404,156.5022589,165.8748893,177.277212,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10972.89174,10749.11055,10791.5931,10746.85397,10742.46832,10445.14902,10133.85918,..,..,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5868.347097,5964.626668,5862.551944,5648.696586,5638.499225,5558.609429,5586.337977,5484.746902,..,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.89601798,19.75879946,22.52445252,19.44436947,21.14151348,21.27942397,19.82939983,20.90405143,19.79747911,..
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.959,1.984,1.971,1.928,1.927,1.921,1.859,1.859,..,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,44440090038,45160024271,28683266148,35210733743,65554890650,57550426823,53997299140,45978797620,38639152153,..
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1258690,1249830,1240970,1232110,1235190,1238270,1241350,1244430,1247510,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,8.53053E+11,1.05456E+12,9.26564E+11,1.14225E+12,1.38992E+12,1.53748E+12,1.56395E+12,1.45468E+12,1.33914E+12,..
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.757657864,3.706699506,1.819678261,2.018182144,2.379561336,3.632720303,2.440049062,2.499851222,2.240028575,..
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,37310,42360,44010,46530,50130,59810,65500,64620,60070,..
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,34930,35950,38850,37650,40090,41300,44430,45060,45320,..
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,7.77089E+11,9.00062E+11,9.54754E+11,1.02519E+12,1.1199E+12,1.35942E+12,1.51427E+12,1.5162E+12,1.42852E+12,..
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7.27587E+11,7.63867E+11,8.42732E+11,8.29454E+11,8.95511E+11,9.38653E+11,1.02703E+12,1.05717E+12,1.07816E+12,..
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.86898523,29.14738514,27.92439007,27.56807735,27.12607152,28.3656574,28.40801819,27.22497725,26.58599216,..
Australia,AUS,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,104.9848633,105.0581284,105.3190613,105.7040863,105.9915009,106.4533234,106.5677719,..,..,..
Australia,AUS,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,126.3663788,128.0340576,130.3185425,132.4566956,134.2681122,136.8796234,137.5815125,..,..,..
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,10.25721371,10.78836729,11.92575814,11.86682435,13.06709696,12.72958582,12.90999462,13.5987282,13.51306446,..
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,94,94,94,94,94,93,91,..
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.50655203,22.35943906,22.42250244,20.41599418,20.10200065,21.41617361,21.05979928,21.39762132,21.20945901,..
Australia,AUS,Improved sanitation facilities (% of population with access),SH.STA.ACSN,100,100,100,100,100,100,100,100,100,..
Australia,AUS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,100,100,100,100,100,100,100,100,100,..
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,7.09,..,7.09,..,..,..,..,..,..
Australia,AUS,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,27.89648869,27.73370936,28.93649513,27.10786201,28.55115918,28.28001618,26.86499849,27.1055734,25.55173057,..
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.977313384,4.537811642,4.926167998,1.007900819,6.18684184,2.05591428,-0.199371324,1.413621118,-0.65182248,..
Australia,AUS,Internet users (per 100 people),IT.NET.USER.P2,69.45,71.67,74.25,76,79.48769771,79,83.45349717,84,84.56051935,..
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.29268293,81.39512195,81.54390244,81.69512195,81.89512195,82.04634146,82.14878049,82.25121951,..,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,35.95254372,36.74807579,34.51484356,36.26815779,37.08373956,33.6665017,31.65834562,32.87131781,29.63572469,..
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.890322806,1.885832992,1.931767344,1.951808957,1.828989321,1.698136744,1.686912016,1.805117829,1.950652154,..
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,100.0646043,102.1940537,100.7390114,100.4263074,104.610551,105.585695,106.8434974,131.2305468,132.8005094,..
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.4,5.2,5,4.8,4.5,4.3,4.1,3.9,3.8,..
Australia,AUS,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,152.391242,174.6305017,162.9756368,178.9001645,200.4326852,181.9911309,176.9916008,165.0740497,148.3021277,..
Australia,AUS,Net migration,SM.POP.NETM,1132688,..,..,..,..,1023107,..,..,..,..
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1341851616,1526025147,1334648953,1864472761,2449287569,2405316867,2389397584,2258340296,2112965208,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.711115161,2.765994559,2.823594496,2.867858584,2.90798641,2.958522057,3.009170821,3.053863296,3.096696562,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,0.624678435,2.00402174,2.06104513,1.555489589,1.389527316,1.722895219,1.69747275,1.488744923,1.342305215,..
Australia,AUS,"Population, total",SP.POP.TOTL,20827600,21249200,21691700,22031750,22340024,22728254,23117353,23464086,23781169,..
Australia,AUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,..
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,0.200000003,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,26.4311103,26.5960689,24.50171201,23.38060622,22.78877425,23.65587648,24.62301141,24.61538656,..,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00635004,1.001620054,0.989970028,0.981819987,0.979950011,0.978349984,0.96754998,..,..,..
Australia,AUS,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,69.70210966,69.74595461,68.59673674,70.51390751,68.98243403,69.27300925,70.65388666,70.48499573,71.94603881,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,24.1114406,24.25070526,22.09050911,20.60160534,20.43318355,21.31818871,22.19711188,22.18331947,..,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,29.03,..,..
Australia,AUS,Time required to start a business (days),IC.REG.DURS,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,0.79243111,2.170366668,2.224854107,1.716778768,1.549427001,1.88029608,1.852385585,1.641175276,1.492267146,..
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,70.881,70.3938,69.9066,69.4194,68.9322,68.445,67.8778,67.3106,66.7434,..
Brazil,BRA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,5.180019383,5.408461601,5.23598111,4.842255501,5.111281406,4.912478839,5.294368567,5.222681319,5.214774714,..
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.025790496,..,..,..,..,1.321851263,..,1.321851263,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,98.08,98.1,..,..,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.884034471,1.990203014,1.866522375,2.113414545,2.191393564,2.32225814,2.465870235,..,..,..
Brazil,BRA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,87.3153295,85.90878109,90.47493407,93.38867892,95.21471153,101.2501147,100.3312973,105.1073356,108.7215212,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2137.764992,2198.48369,2165.684743,2339.44492,2394.398488,2463.276177,2529.30371,..,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1221.362311,1276.274637,1222.429112,1338.589589,1346.649653,1391.909309,1437.795989,..,..,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.32764516,13.53400842,10.85135492,10.73819666,11.47325648,11.72458006,11.66335462,11.18683525,13.04269475,..
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2.38444E+11,2.62957E+11,2.81651E+11,3.52364E+11,4.04046E+11,4.40515E+11,4.83766E+11,5.56921E+11,5.43399E+11,..
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.944,1.898,1.863,1.838,1.823,1.812,1.801,1.79,..,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,44579492464,50716402711,31480932200,88452079264,1.01158E+11,86606502981,69181422947,96894980842,75074564670,..
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5034236,5017684,5001132,4984580,4974740,4964900,4955060,4945220,4935380,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.61457E+12,2.46066E+12,2.46577E+12,2.41705E+12,1.77472E+12,..
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.07228369,5.093767012,-0.126147415,7.528797381,3.910255348,1.915458623,3.015140511,0.103371359,-3.847362495,..
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5980,7330,7990,9650,11010,12020,12180,11790,9850,..
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,11870,12510,12470,13880,14580,14750,15110,15650,15050,..
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.15277E+12,1.42743E+12,1.57243E+12,1.91626E+12,2.20792E+12,2.43206E+12,2.48687E+12,2.42986E+12,2.04711E+12,..
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.28866E+12,2.43649E+12,2.45373E+12,2.75752E+12,2.92356E+12,2.98539E+12,3.08648E+12,3.22532E+12,3.12905E+12,..
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.81933365,21.61937589,18.79611406,21.80131595,21.81377693,21.4124187,21.7312288,20.86452119,17.71192745,..
Brazil,BRA,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,128.1797943,132.0552063,131.1651611,..,132.4966125,130.3760223,109.7704926,..,..,..
Brazil,BRA,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,95.16999817,96.72012329,96.66548157,..,95.26338196,95.5837326,101.8680725,..,..,..
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.86594132,11.64693565,13.19727786,11.20763185,9.720194162,10.49270307,9.63455019,10.61499047,12.30504082,..
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,99,99,99,99,99,99,..
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.96490928,13.72360243,11.25462041,11.77920495,12.24316122,13.08629871,13.97143397,13.92062328,14.32471954,..
Brazil,BRA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,78.8,79.4,79.9,80.5,81.1,81.6,82.1,82.7,82.8,..
Brazil,BRA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,95.9,96.2,96.5,96.9,97.2,97.5,97.8,98.1,98.1,..
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,2.97,3.14,3.17,..,3.25,3.38,3.28,3.62,..,..
Brazil,BRA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,27.12064696,27.33349654,25.58883865,27.37519003,27.19108425,26.06376052,24.93746965,23.96854407,22.73652932,..
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,6.436615653,8.77899058,7.313866969,8.422768952,8.317991769,7.817915448,7.385407306,6.865138919,7.969892037,..
Brazil,BRA,Internet users (per 100 people),IT.NET.USER.P2,30.88,33.83,39.22,40.65,45.69,48.56,51.04,54.55100188,59.07947791,..
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.41482927,72.69541463,72.97802439,73.26414634,73.55234146,73.83958537,74.12243902,74.40187805,..,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,20.56383664,22.42681339,17.19665342,17.81234774,18.85598405,19.34345264,19.97707129,19.20745562,20.84451607,..
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.466292046,1.441924135,1.538625399,1.539406585,1.412730488,1.381194662,1.333238032,1.351679441,1.386668297,..
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,63.67475185,78.5549801,87.54187651,100.8810115,119.0023853,125.0018521,135.3050481,138.9514906,126.5922645,..
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,19.2,18.1,17.2,16.6,16.2,16,16,16.2,16.4,..
Brazil,BRA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,106.1470351,110.0856075,107.2764694,124.4458032,134.1584343,126.330954,123.7563749,119.5613589,106.4117833,..
Brazil,BRA,Net migration,SM.POP.NETM,0,..,..,..,..,15924,..,..,..,..
Brazil,BRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,321200000,460360000,336930000,449640000,812190000,1280870000,1144650000,911560000,..,..
Brazil,BRA,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,91.11111111,86.66666667,86.66666667,83.33333333,84.44444444,78.88888889,75.55555556,75.55555556,72.22223333,76.66666667
Brazil,BRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,3305694000,3642585000,2889159500,3082801866,3214602243,2784072055,2717675069,2647908513,2896909952,..
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,23.0654812,23.30299516,23.53409945,23.76296736,23.99069458,24.21610358,24.43837708,24.65595192,24.86767726,..
Brazil,BRA,Population growth (annual %),SP.POP.GROW,1.088080503,1.024472074,0.986850983,0.967796558,0.953765381,0.935181982,0.913687864,0.886360083,0.855052949,..
